Opportunity ID,Account ID,StageName,IsClosed,IsWon,CreatedDate,Term in Months,Service,Opportunity Type,Product Group,Building ID,Market,Street Address,City,State,Postal Code,Network Proximity,On Zayo Network Status,Latitude,Longtitude,Industry,MRR,CPQ
Opp-002332,Acct-000673,Potential,FALSE,FALSE,1/27/17,24,,New Service,Wavelengths - Metro,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,"On Zayo Network
",33.755431,-84.391561,Media & Content,8452.49032,103888.6089
Opp-002332,Acct-000673,Potential,FALSE,FALSE,1/27/17,24,,New Service,Wavelengths - Metro,Bldg-038059,Atlanta,1003 Donnelly Ave SW,Atlanta,GA,30310,57.36,"On Zayo Network
",33.729225,-84.420197,Media & Content,8452.49032,103888.6089
Opp-002333,Acct-000817,Potential,FALSE,FALSE,1/27/17,24,,New Service,Ethernet,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,"On Zayo Network
",33.7775391,-84.4214611,Media & Content,6955.86304,112229.2883
Opp-002334,Acct-000035,Potential,FALSE,FALSE,1/27/17,,,New Service,Wavelengths - Long Haul,Bldg-490094,Atlanta,990 Alpharetta St,Roswell,GA,30075,3.06,"On Zayo Network
",34.0256,-84.3604,Telecommunications,1567.4,3088880.067
Opp-002335,Acct-000811,Potential,FALSE,FALSE,12/28/16,60,,New Service,Dark Fiber - Metro,Bldg-509589,Atlanta,5 Cncrse Pkwy,Atlanta,GA,30328,160.82,"Not on Zayo Network
",33.916462,-84.35195,Media & Content,414195.8317,357159.123
Opp-002336,Acct-001231,Potential,FALSE,FALSE,1/27/17,12,,Positive Re-Rate/Move/Change,Managed WAN-LAN,Bldg-118992,Dallas,2993 Irving Blvd,Dallas,TX,75247,115.23,"On Zayo Network
",32.8089478,-96.85853,Telecommunications,11415.85364,0
Opp-002337,Acct-000053,Successful,TRUE,TRUE,1/27/17,24,,New Service,Ethernet,Bldg-121340,Dallas,2440 Marsh Ln,Carrollton,TX,75006,250.98,"On Zayo Network
",32.98018,-96.85467,Telecommunications,2323524.676,16110743.27
Opp-002338,Acct-000706,Successful,TRUE,TRUE,1/27/17,24,,New Service,Ethernet,Bldg-126519,Denver,13249 E Caley Ave,Englewood,CO,80111,3149.84,"On Zayo Network
",39.601948,-104.834771,Other Industry,22236.30734,166318.5935
Opp-002339,Acct-001270,Successful,TRUE,TRUE,12/28/16,36,,New Service,Wavelengths - Long Haul,Bldg-121913,Dallas,3100 E Plano Pkwy,Plano,TX,75074,165.26,"On Zayo Network
",33.00661,-96.66836,Professional Services,14391.96822,0
Opp-002340,Acct-000811,Successful,TRUE,TRUE,1/27/17,24,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,Media & Content,414195.8317,357159.123
Opp-002341,Acct-000019,Potential,FALSE,FALSE,1/27/17,36,,New Service,Wavelengths - Long Haul,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,"On Zayo Network
",33.7775391,-84.4214611,Telecommunications,19979.85064,46872510.76
Opp-002342,Acct-000590,Potential,FALSE,FALSE,1/27/17,36,,New Service,Wavelengths - Long Haul,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,"On Zayo Network
",33.7775391,-84.4214611,Other Industry,0,329487.1278
Opp-002343,Acct-000116,Potential,FALSE,FALSE,1/27/17,36,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,Telecommunications,177241.6104,519124.0786
Opp-002344,Acct-000116,Successful,TRUE,TRUE,1/27/17,36,,New Service,Wavelengths - Long Haul,Bldg-131162,Dallas,1215 Integrity Dr,Richardson,TX,75081,160.56,"On Zayo Network
",32.964732,-96.7159639,Telecommunications,177241.6104,519124.0786
Opp-002345,Acct-001257,Potential,FALSE,FALSE,1/27/17,,,New Service,Wavelengths - Metro,Bldg-038169,Atlanta,3001 Cobb Pkwy SE,Atlanta,GA,30339,239.83,"On Zayo Network
",33.880008,-84.457198,Professional Services,3458.44966,0
Opp-002346,Acct-001213,Successful,TRUE,TRUE,1/28/17,36,,New Service,IP Services,Bldg-223433,Dallas,1303 Wrangler Cir,Coppell,TX,75019,276.9,"Build in Progress
",32.935096,-97.000444,Research & Education,0,0
Opp-002346,Acct-001213,Successful,TRUE,TRUE,1/28/17,36,,New Service,IP Services,Bldg-382966,Dallas,200 S Denton Tap Rd,Coppell,TX,75019,119.83,"Build in Progress
",32.9657266,-96.9931019,Research & Education,0,0
Opp-002347,Acct-001257,Potential,FALSE,FALSE,1/27/17,,,New Service,Wavelengths - Metro,Bldg-111472,Atlanta,3450 Riverwood Pkwy SE,Atlanta,GA,30339,275.95,"Not on Zayo Network
",33.8798933,-84.4571425,Professional Services,3458.44966,0
Opp-002348,Acct-001257,Potential,FALSE,FALSE,1/27/17,,,New Service,Wavelengths - Metro,Bldg-307235,Atlanta,2366 Marietta Rd NW,Atlanta,GA,30318,6504.82,"Not on Zayo Network
",33.8201,-84.4628,Professional Services,3458.44966,0
Opp-002349,Acct-001257,Potential,FALSE,FALSE,1/27/17,,,New Service,Wavelengths - Metro,Bldg-038296,Atlanta,51 Peachtree Center Ave NE,Atlanta,GA,30303,98.62,"On Zayo Network
",33.7558656,-84.3857519,Professional Services,3458.44966,0
Opp-002350,Acct-000002,Successful,TRUE,TRUE,12/29/16,36,,New Service,Ethernet,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,"On Zayo Network
",32.992076,-96.930441,Telecommunications,2881700.185,7310037.815
Opp-002351,Acct-000837,Failed,TRUE,FALSE,1/27/17,36,,New Service,IP Services,Bldg-512652,Denver,800 N Pearl St,Denver,CO,80203,144.95,"Not on Zayo Network
",39.7294567,-104.9793143,Other Industry,0,105887.09
Opp-002352,Acct-000273,Successful,TRUE,TRUE,12/29/16,240,,New Service,FTT - Dark Fiber,Bldg-051752,Denver,16091 E Lockheed Dr,Aurora,CO,80011,1476.27,"On Zayo Network
",39.721368,-104.801643,Telecommunications,6307069.324,85736.30978
Opp-002353,Acct-001271,Failed,TRUE,FALSE,1/30/17,,,New Service,IP Services,Bldg-115604,Atlanta,303 Peachtree St NE,Atlanta,GA,30308,1351.83,"On Zayo Network
",33.76274,-84.386713,IT Infrastructure,0,0
Opp-002354,Acct-000044,Potential,FALSE,FALSE,1/30/17,36,,New Service,Wavelengths - Metro,Bldg-058803,Denver,11900 E Cornell Ave,Aurora,CO,80014,447.82,"On Zayo Network
",39.660966,-104.850001,Telecommunications,0,8383950.269
Opp-002354,Acct-000044,Potential,FALSE,FALSE,1/30/17,36,,New Service,Wavelengths - Metro,Bldg-066512,Denver,1050 17th St,Denver,CO,80265,67.01,"On Zayo Network
",39.748317,-104.9942425,Telecommunications,0,8383950.269
Opp-002355,Acct-001214,Failed,TRUE,FALSE,1/30/17,36,a0M6000000KbdGDEAZ,Positive Re-Rate/Move/Change,Wavelengths - Long Haul,Bldg-058803,Denver,11900 E Cornell Ave,Aurora,CO,80014,447.82,"On Zayo Network
",39.660966,-104.850001,Media & Content,0,0
Opp-002356,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Ethernet,Bldg-223480,Dallas,616 Eagle Dr,DeSoto,TX,75115,29039.83,"Not on Zayo Network
",32.5815035,-96.8702637,Telecommunications,0,9340560.858
Opp-002356,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Ethernet,Bldg-375144,Dallas,707 N Young Blvd,DeSoto,TX,75115,26609.05,"Not on Zayo Network
",32.600869,-96.865805,Telecommunications,0,9340560.858
Opp-002356,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Ethernet,Bldg-375138,Dallas,224 Amber Ln,DeSoto,TX,75115,1062.34,"Not on Zayo Network
",32.577813,-96.853332,Telecommunications,0,9340560.858
Opp-002356,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Ethernet,Bldg-375139,Dallas,425 S Cockrell Hill Rd,DeSoto,TX,75115,23911.54,"Not on Zayo Network
",32.584227,-96.89125,Telecommunications,0,9340560.858
Opp-002356,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Ethernet,Bldg-375142,Dallas,800 N Westmoreland Rd,DeSoto,TX,75115,24174.66,"Not on Zayo Network
",32.601751,-96.874139,Telecommunications,0,9340560.858
Opp-002356,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Ethernet,Bldg-375143,Dallas,525 Ray Ave,DeSoto,TX,75115,31208.32,"Not on Zayo Network
",32.610378,-96.845712,Telecommunications,0,9340560.858
Opp-002356,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Ethernet,Bldg-375140,Dallas,620 S Westmoreland Rd,DeSoto,TX,75115,28681.68,"Not on Zayo Network
",32.580333,-96.874043,Telecommunications,0,9340560.858
Opp-002356,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Ethernet,Bldg-375141,Dallas,600 Eagle Dr,DeSoto,TX,75115,28955.93,"Not on Zayo Network
",32.582413,-96.870772,Telecommunications,0,9340560.858
Opp-002356,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Ethernet,Bldg-375145,Dallas,1016 The Meadows Pkwy,DeSoto,TX,75115,35793.45,"Not on Zayo Network
",32.607881,-96.831089,Telecommunications,0,9340560.858
Opp-002356,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Ethernet,Bldg-375146,Dallas,1001 Woodridge Dr,DeSoto,TX,75115,2188.1,"Not on Zayo Network
",32.583788,-96.834282,Telecommunications,0,9340560.858
Opp-002356,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Ethernet,Bldg-375147,Dallas,1500 Majestic Meadows Dr,Red Oak,TX,75154,31249.14,"Not on Zayo Network
",32.563743,-96.883227,Telecommunications,0,9340560.858
Opp-002356,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Ethernet,Bldg-375148,Dallas,1500 Heritage Blvd,Red Oak,TX,75154,1937.36,"Not on Zayo Network
",32.56389,-96.863189,Telecommunications,0,9340560.858
Opp-002356,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Ethernet,Bldg-512070,Dallas,1129 Meadow St,DeSoto,TX,75115,,"Not on Zayo Network
",32.5708615,-96.8240527,Telecommunications,0,9340560.858
Opp-002356,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Ethernet,Bldg-512695,Dallas,601 E Belt Line Rd,DeSoto,TX,75115,380.01,"Not on Zayo Network
",32.5908566,-96.8445022,Telecommunications,0,9340560.858
Opp-002356,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Ethernet,Bldg-512696,Dallas,200 E Belt Line Rd,DeSoto,TX,75115,243.91,"Not on Zayo Network
",32.589175,-96.854755,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-101032,Dallas,3700 N MacArthur Blvd,Irving,TX,75062,2612.18,"Not on Zayo Network
",32.851389,-96.956944,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-223452,Dallas,2621 W Airport Fwy,Irving,TX,75062,4598.85,"Not on Zayo Network
",32.8381753,-96.9824789,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237792,Dallas,2431 Hancock St,Irving,TX,75061,5596.53,"Not on Zayo Network
",32.8355,-96.977861,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237793,Dallas,2801 Rutgers Dr,Irving,TX,75062,2817.13,"Not on Zayo Network
",32.84309,-96.984391,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237794,Dallas,3700 Pleasant Run Rd,Irving,TX,75038,1550.18,"Not on Zayo Network
",32.85702,-96.986891,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237790,Dallas,2501 10th St,Irving,TX,75060,3276.14,"Not on Zayo Network
",32.80637,-96.979831,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237795,Dallas,1501 E Pioneer Dr,Irving,TX,75061,2719.79,"Not on Zayo Network
",32.8226,-96.965481,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237791,Dallas,3950 Pleasant Run Rd,Irving,TX,75038,1402.13,"Not on Zayo Network
",32.858932,-96.987285,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237797,Dallas,1200 E Union Bower Rd,Irving,TX,75061,1543.69,"Not on Zayo Network
",32.82193,-96.930931,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237803,Dallas,4601 N MacArthur Blvd,Irving,TX,75038,2808.65,"Not on Zayo Network
",32.86768,-96.962031,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237798,Dallas,1100 Schulze Dr,Irving,TX,75060,1279.72,"Not on Zayo Network
",32.81142,-96.958971,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237804,Dallas,310 Davis Dr,Irving,TX,75061,976.71,"Not on Zayo Network
",32.81831,-96.999791,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237799,Dallas,3601 Cheyenne St,Irving,TX,75062,3242.05,"Not on Zayo Network
",32.856484,-97.002699,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237805,Dallas,100 W Oakdale Rd,Irving,TX,75060,7321.01,"Not on Zayo Network
",32.79238,-96.946431,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237800,Dallas,2730 Cheyenne St,Irving,TX,75062,4442.27,"Not on Zayo Network
",32.84271,-97.002811,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237806,Dallas,1501 N Britain Rd,Irving,TX,75061,5736.19,"Not on Zayo Network
",32.83019,-96.945831,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237801,Dallas,3033 Country Club Dr W,Irving,TX,75038,1550.66,"Not on Zayo Network
",32.860811,-96.986714,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237807,Dallas,2333 Cameron Pl,Irving,TX,75060,3163.86,"Not on Zayo Network
",32.806619,-96.974841,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237802,Dallas,900 N O Connor Rd,Irving,TX,75061,3776.78,"Not on Zayo Network
",32.824989,-96.949999,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237808,Dallas,3601 W Pioneer Dr,Irving,TX,75061,5496.17,"Not on Zayo Network
",32.83069,-96.996911,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237809,Dallas,219 Crandall Rd,Irving,TX,75060,936.25,"Not on Zayo Network
",32.81286,-96.983401,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237810,Dallas,1600 Carlisle St,Irving,TX,75062,1114.25,"Not on Zayo Network
",32.85305,-96.966351,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237816,Dallas,1200 S Irving Heights Dr,Irving,TX,75060,5229.87,"Not on Zayo Network
",32.800121,-96.924145,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237811,Dallas,1800 E Plymouth Dr,Irving,TX,75061,5609.74,"Not on Zayo Network
",32.83061,-96.968761,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237817,Dallas,3207 W Pioneer Dr,Irving,TX,75061,5056.48,"Not on Zayo Network
",32.82947,-96.989871,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237812,Dallas,901 N Britain Rd,Irving,TX,75061,3309.77,"Not on Zayo Network
",32.82307,-96.943141,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237818,Dallas,1030 W Vilbig St,Irving,TX,75060,6480.94,"Not on Zayo Network
",32.796507,-96.958482,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237813,Dallas,101 E Union Bower Rd,Irving,TX,75061,2877.83,"Not on Zayo Network
",32.82173,-96.946111,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237819,Dallas,1600 Finley Rd,Irving,TX,75062,2343.09,"Not on Zayo Network
",32.84966,-96.966451,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237814,Dallas,1900 S Story Rd,Irving,TX,75060,9138.69,"Not on Zayo Network
",32.79021,-96.975591,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237820,Dallas,1600 E Shady Grove Rd,Irving,TX,75060,5176.42,"Not on Zayo Network
",32.80029,-96.924171,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237815,Dallas,825 E Union Bower Rd,Irving,TX,75061,2275.63,"Not on Zayo Network
",32.82358,-96.936941,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237821,Dallas,3100 Cross Timbers Dr,Irving,TX,75060,6235.84,"Not on Zayo Network
",32.79843,-96.990141,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237827,Dallas,631 Edmondson Dr,Irving,TX,75060,2643.39,"Not on Zayo Network
",32.805314,-96.939078,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237822,Dallas,707 W Pioneer Dr,Irving,TX,75061,2016.86,"Not on Zayo Network
",32.82038,-96.953781,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237823,Dallas,615 Metker St,Irving,TX,75062,4357.43,"Not on Zayo Network
",32.84704,-96.952881,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237824,Dallas,2931 Conflans Rd,Irving,TX,75061,2634.03,"Not on Zayo Network
",32.822737,-96.986366,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237825,Dallas,600 E 6th St,Irving,TX,75060,1972.77,"Not on Zayo Network
",32.80677,-96.937701,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-237826,Dallas,2800 Hillcrest Dr,Irving,TX,75062,3913.33,"Not on Zayo Network
",32.8454,-96.965341,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-512698,Dallas,2121 S Macarthur Blvd,Grand Prairie,TX,75050,,"Not on Zayo Network
",32.792291,-96.960158,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-512699,Dallas,820 N O Connor Rd,Irving,TX,75061,,"Not on Zayo Network
",32.8226511,-96.9493651,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-512700,Dallas,N Oconnor Blvd,Irving,TX,75039,92.66,"Not on Zayo Network
",32.902626,-96.941095,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-512701,Dallas,3620 Valley View Ln,Irving,TX,75062,,"Not on Zayo Network
",32.8499541,-97.0208865,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-512702,Dallas,707 Edmondson Dr,Irving,TX,75060,,"Not on Zayo Network
",32.8052447,-96.9391196,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-512703,Dallas,700 E 6th St,Irving,TX,75060,1533.5,"Not on Zayo Network
",32.808555,-96.938941,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-512704,Dallas,800 N O Connor Rd,Irving,TX,75061,,"Not on Zayo Network
",32.8214912,-96.9491796,Telecommunications,0,9340560.858
Opp-002357,Acct-000245,Potential,FALSE,FALSE,1/30/17,120,,New Service,Dark Fiber - Metro,Bldg-512705,Dallas,4611 N MacArthur Blvd,Irving,TX,75038,,"Not on Zayo Network
",32.8692859,-96.9615864,Telecommunications,0,9340560.858
Opp-002358,Acct-000273,Successful,TRUE,TRUE,12/29/16,240,,New Service,FTT - Dark Fiber,Bldg-051752,Denver,16091 E Lockheed Dr,Aurora,CO,80011,1476.27,"On Zayo Network
",39.721368,-104.801643,Telecommunications,6307069.324,85736.30978
Opp-002359,Acct-001230,Successful,TRUE,TRUE,1/27/17,36,,New Service,Managed WAN-LAN,Bldg-512365,Dallas,5010 Riverside Dr,Irving,TX,75039,673.55,"Not on Zayo Network
",32.8594865,-96.930396,Research & Education,35461.8718,0
Opp-002360,Acct-000102,Failed,TRUE,FALSE,1/30/17,36,,New Service,Wavelengths - Long Haul,Bldg-030428,Atlanta,1650 Union Hill Rd,Alpharetta,GA,30005,1055.11,"On Zayo Network
",34.0951639,-84.235613,IT Infrastructure,155145.4748,2376608.246
Opp-002361,Acct-001215,Successful,TRUE,TRUE,1/27/17,24,,New Service,Managed WAN-LAN,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,Professional Services,71860.60624,0
Opp-002362,Acct-000264,Successful,TRUE,TRUE,12/29/16,60,,New Service,Dark Fiber - Metro,Bldg-058803,Denver,11900 E Cornell Ave,Aurora,CO,80014,447.82,"On Zayo Network
",39.660966,-104.850001,IT Infrastructure,22662.38198,1487635.613
Opp-002362,Acct-000264,Successful,TRUE,TRUE,12/29/16,60,,New Service,Dark Fiber - Metro,Bldg-059751,Denver,12500 E Arapahoe Rd,Englewood,CO,80112,306.61,"On Zayo Network
",39.594093,-104.843141,IT Infrastructure,22662.38198,1487635.613
Opp-002363,Acct-000013,Successful,TRUE,TRUE,12/29/16,36,,New Service,Ethernet,Bldg-116741,Denver,44 Cook St,Denver,CO,80206,227.1,"On Zayo Network
",39.7167282,-104.9470566,Telecommunications,4685544.54,17445073.13
Opp-002364,Acct-000108,Potential,FALSE,FALSE,12/29/16,36,,New Service,Ethernet,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,"On Zayo Network
",39.5913091,-104.8470746,Media & Content,14236.65732,160964.9451
Opp-002365,Acct-000634,Failed,TRUE,FALSE,1/30/17,36,,New Service,Ethernet,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,"On Zayo Network
",39.5913091,-104.8470746,Telecommunications,25288.5699,54908.4192
Opp-002366,Acct-000019,Potential,FALSE,FALSE,12/30/16,36,,New Service,Wavelengths - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,"On Zayo Network
",33.755431,-84.391561,Telecommunications,19979.85064,46872510.76
Opp-002367,Acct-000292,Failed,TRUE,FALSE,1/30/17,36,a0M6000000IeUalEAF,Positive Re-Rate/Move/Change,Ethernet,Bldg-517822,Dallas,1025 Central Expy S,Allen,TX,75013,,"Not on Zayo Network
",33.0826969,-96.6832936,Finance,0,233658.8826
Opp-002368,Acct-000009,Potential,FALSE,FALSE,12/30/16,,,New Service,Ethernet,Bldg-058803,Denver,11900 E Cornell Ave,Aurora,CO,80014,447.82,"On Zayo Network
",39.660966,-104.850001,Telecommunications,1783082.612,13550531.77
Opp-002368,Acct-000009,Potential,FALSE,FALSE,12/30/16,,,New Service,Ethernet,Bldg-110365,Denver,2975 Walnut St,Denver,CO,80205,140.49,"On Zayo Network
",39.762842,-104.982052,Telecommunications,1783082.612,13550531.77
Opp-002369,Acct-000002,Successful,TRUE,TRUE,12/30/16,36,,New Service,Ethernet,Bldg-118824,Dallas,801 Industrial Blvd,Grapevine,TX,76051,193.13,"On Zayo Network
",32.9301381,-97.1042919,Telecommunications,2881700.185,7310037.815
Opp-002370,Acct-001272,Potential,FALSE,FALSE,1/30/17,24,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,IT Infrastructure,6034.951,0
Opp-002371,Acct-000043,Failed,TRUE,FALSE,1/30/17,,,New Service,Ethernet,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,"On Zayo Network
",34.0354213,-84.0608807,IT Infrastructure,74161.08844,12827553.08
Opp-002372,Acct-000043,Failed,TRUE,FALSE,1/30/17,,,New Service,Wavelengths - Long Haul,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,"On Zayo Network
",34.0354213,-84.0608807,IT Infrastructure,74161.08844,12827553.08
